时间,位移,力
(s),(mm),(N)
"7.1410","120.0006","1.6876"
"7.1610","120.0006","1.6820"
"7.1810","120.0006","1.6809"
"7.2010","120.0006","1.6750"
"7.2210","120.0006","1.6766"
"7.2410","120.0006","1.6729"
"7.2610","120.0006","1.6725"
"7.2810","120.0006","1.6704"
"7.3010","120.0006","1.6680"
"7.3210","120.0006","1.6655"
"7.3410","120.0006","1.6643"
"7.3610","120.0006","1.6598"
"7.3810","120.0006","1.6585"
"7.4010","120.0006","1.6558"
"7.4210","120.0006","1.6548"
"7.4410","120.0006","1.6531"
"7.4610","120.0006","1.6502"
"7.4810","120.0006","1.6480"
"7.5010","120.0006","1.6436"
"7.5210","120.0006","1.6439"
"7.5410","120.0006","1.6414"
"7.5610","120.0006","1.6427"
"7.5810","120.0006","1.6387"
"7.6010","120.0006","1.6353"
"7.6210","120.0006","1.6331"
"7.6410","120.0006","1.6325"
"7.6610","120.0006","1.6290"
"7.6810","120.0006","1.6283"
"7.7010","120.0006","1.6256"
"7.7210","120.0006","1.6246"
"7.7410","120.0006","1.6217"
"7.7610","120.0006","1.6222"
"7.7810","120.0006","1.6199"
"7.8010","120.0006","1.6177"
"7.8210","120.0006","1.6154"
"7.8410","120.0005","1.6160"
"7.8610","120.0005","1.6112"
"7.8810","120.0005","1.6130"
"7.9010","120.0005","1.6075"
"7.9210","120.0005","1.6062"
"7.9410","120.0005","1.6015"
"7.9610","120.0005","1.6032"
"7.9810","120.0005","1.5999"
"8.0010","120.0005","1.6022"
"8.0210","120.0005","1.5968"
"8.0410","120.0005","1.5975"
"8.0610","120.0005","1.5919"
"8.0810","120.0005","1.5943"
"8.1010","120.0005","1.5902"
"8.1210","120.0005","1.5914"
"8.1410","120.0005","1.5883"
"8.1610","120.0005","1.5893"
"8.1810","120.0005","1.5843"
"8.2010","120.0005","1.5844"
"8.2210","120.0005","1.5813"
"8.2410","120.0005","1.5815"
"8.2610","120.0005","1.5765"
"8.2810","120.0005","1.5781"
"8.3010","120.0005","1.5739"
"8.3210","120.0005","1.5739"
"8.3410","120.0005","1.5706"
"8.3610","120.0004","1.5706"
"8.3810","120.0004","1.5690"
"8.4010","120.0004","1.5686"
"8.4210","120.0004","1.5664"
"8.4410","120.0004","1.5681"
"8.4610","120.0004","1.5651"
"8.4810","120.0004","1.5633"
"8.5010","120.0004","1.5619"
"8.5210","120.0004","1.5585"
"8.5410","120.0004","1.5585"
"8.5610","120.0004","1.5571"
"8.5810","120.0004","1.5550"
"8.6010","120.0004","1.5526"
"8.6210","120.0004","1.5529"
"8.6410","120.0004","1.5509"
"8.6610","120.0004","1.5485"
"8.6810","120.0004","1.5473"
"8.7010","120.0004","1.5468"
"8.7210","120.0004","1.5443"
"8.7410","120.0004","1.5446"
"8.7610","120.0004","1.5407"
"8.7810","120.0004","1.5407"
"8.8010","120.0004","1.5375"
"8.8210","120.0004","1.5392"
"8.8410","120.0004","1.5359"
"8.8610","120.0003","1.5374"
"8.8810","120.0003","1.5342"
"8.9010","120.0003","1.5361"
"8.9210","120.0003","1.5301"
"8.9410","120.0003","1.5336"
"8.9610","120.0003","1.5281"
"8.9810","120.0003","1.5307"
"9.0010","120.0003","1.5258"
"9.0210","120.0003","1.5288"
"9.0410","120.0003","1.5244"
"9.0610","120.0003","1.5248"
"9.0810","120.0003","1.5208"
"9.1010","120.0003","1.5224"
"9.1210","120.0003","1.5189"
