
时间,位移,力
(s),(mm),(N)
"6.3200","15.0657","0.4605"
"6.3400","15.1137","0.4582"
"6.3600","15.1617","0.4624"
"6.3800","15.2097","0.4627"
"6.4000","15.2577","0.4617"
"6.4200","15.3057","0.4631"
"6.4400","15.3536","0.4654"
"6.4600","15.4016","0.4647"
"6.4800","15.4497","0.4659"
"6.5000","15.4976","0.4667"
"6.5200","15.5456","0.4683"
"6.5400","15.5937","0.4677"
"6.5600","15.6417","0.4692"
"6.5800","15.6897","0.4704"
"6.6000","15.7378","0.4715"
"6.6200","15.7858","0.4711"
"6.6400","15.8338","0.4727"
"6.6600","15.8818","0.4735"
"6.6800","15.9298","0.4738"
"6.7000","15.9778","0.4760"
"6.7200","16.0257","0.4761"
"6.7400","16.0737","0.4757"
"6.7600","16.1218","0.4796"
"6.7800","16.1697","0.4775"
"6.8000","16.2177","0.4780"
"6.8200","16.2657","0.4812"
"6.8400","16.3137","0.4802"
"6.8600","16.3617","0.4821"
"6.8800","16.4097","0.4834"
"6.9000","16.4577","0.4818"
"6.9200","16.5057","0.4843"
"6.9400","16.5537","0.4859"
"6.9600","16.6017","0.4845"
"6.9800","16.6498","0.4864"
"7.0000","16.6977","0.4875"
"7.0200","16.7458","0.4870"
"7.0400","16.7939","0.4892"
"7.0600","16.8418","0.4895"
"7.0800","16.8898","0.4901"
"7.1000","16.9378","0.4914"
"7.1200","16.9858","0.4906"
"7.1400","17.0337","0.4935"
"7.1600","17.0817","0.4943"
"7.1800","17.1298","0.4927"
"7.2000","17.1777","0.4954"
"7.2200","17.2256","0.4959"
"7.2400","17.2737","0.4958"
"7.2600","17.3217","0.4995"
"7.2800","17.3696","0.4972"
"7.3000","17.4176","0.4982"
"7.3200","17.4657","0.5009"
"7.3400","17.5137","0.4993"
"7.3600","17.5617","0.5010"
"7.3800","17.6097","0.5028"
"7.4000","17.6577","0.5012"
"7.4200","17.7057","0.5039"
"7.4400","17.7537","0.5050"
"7.4600","17.8018","0.5045"
"7.4800","17.8498","0.5058"
"7.5000","17.8978","0.5066"
"7.5200","17.9458","0.5070"
"7.5400","17.9938","0.5079"
"7.5600","18.0417","0.5086"
"7.5800","18.0897","0.5102"
"7.6000","18.1378","0.5100"
"7.6200","18.1858","0.5102"
"7.6400","18.2337","0.5108"
"7.6600","18.2817","0.5142"
"7.6800","18.3297","0.5114"
"7.7000","18.3777","0.5133"
"7.7200","18.4257","0.5159"
"7.7400","18.4737","0.5146"
"7.7600","18.5217","0.5163"
"7.7800","18.5697","0.5183"
"7.8000","18.6177","0.5164"
"7.8200","18.6658","0.5196"
"7.8400","18.7138","0.5186"
"7.8600","18.7617","0.5188"
"7.8800","18.8097","0.5212"
"7.9000","18.8578","0.5207"
"7.9200","18.9058","0.5240"
"7.9400","18.9538","0.5226"
"7.9600","19.0019","0.5209"
"7.9800","19.0498","0.5262"
"8.0000","19.0977","0.5254"
"8.0200","19.1457","0.5256"
"8.0400","19.1937","0.5271"
"8.0600","19.2417","0.5265"
"8.0800","19.2896","0.5269"
"8.1000","19.3376","0.5297"
"8.1200","19.3855","0.5282"
"8.1400","19.4335","0.5294"
"8.1600","19.4816","0.5316"
"8.1800","19.5296","0.5302"
"8.2000","19.5776","0.5315"
"8.2200","19.6257","0.5349"
"8.2400","19.6737","0.5324"
"8.2600","19.7217","0.5336"
"8.2800","19.7697","0.5363"
"8.3000","19.8177","0.5345"
"8.3200","19.8658","0.5363"
"8.3400","19.9138","0.5387"
"8.3600","19.9617","0.5356"
"8.3800","20.0098","0.5385"
"8.4000","20.0578","0.5383"
"8.4200","20.1057","0.5405"
"8.4400","20.1537","0.5416"
"8.4600","20.2017","0.5401"
"8.4800","20.2497","0.5418"
"8.5000","20.2977","0.5425"
"8.5200","20.3457","0.5421"
"8.5400","20.3938","0.5451"
"8.5600","20.4417","0.5450"
"8.5800","20.4897","0.5436"
"8.6000","20.5378","0.5464"
"8.6200","20.5857","0.5483"
"8.6400","20.6337","0.5470"
"8.6600","20.6817","0.5488"
"8.6800","20.7298","0.5481"
"8.7000","20.7777","0.5490"
"8.7200","20.8257","0.5518"
"8.7400","20.8738","0.5503"
"8.7600","20.9218","0.5511"
"8.7800","20.9698","0.5526"
"8.8000","21.0178","0.5526"
"8.8200","21.0658","0.5540"
"8.8400","21.1138","0.5537"
"8.8600","21.1617","0.5550"
"8.8800","21.2098","0.5574"
"8.9000","21.2578","0.5551"
"8.9200","21.3057","0.5568"
"8.9400","21.3537","0.5573"
"8.9600","21.4017","0.5579"
"8.9800","21.4497","0.5596"
"9.0000","21.4976","0.5592"
"9.0200","21.5457","0.5594"
"9.0400","21.5937","0.5604"
"9.0600","21.6417","0.5621"
"9.0800","21.6897","0.5631"
"9.1000","21.7378","0.5613"
"9.1200","21.7857","0.5647"
"9.1400","21.8337","0.5639"
"9.1600","21.8817","0.5639"
"9.1800","21.9297","0.5669"
"9.2000","21.9777","0.5651"
"9.2200","22.0257","0.5666"
"9.2400","22.0737","0.5683"
"9.2600","22.1217","0.5667"
"9.2800","22.1697","0.5698"
"9.3000","22.2177","0.5696"
"9.3200","22.2658","0.5695"
"9.3400","22.3137","0.5713"
"9.3600","22.3617","0.5708"
"9.3800","22.4097","0.5729"
"9.4000","22.4577","0.5719"
"9.4200","22.5057","0.5726"
"9.4400","22.5537","0.5750"
"9.4600","22.6017","0.5736"
"9.4800","22.6496","0.5754"
"9.5000","22.6976","0.5773"
"9.5200","22.7457","0.5761"
"9.5400","22.7938","0.5765"
"9.5600","22.8417","0.5782"
"9.5800","22.8897","0.5796"
"9.6000","22.9378","0.5782"
"9.6200","22.9857","0.5807"
"9.6400","23.0337","0.5812"
"9.6600","23.0817","0.5798"
"9.6800","23.1298","0.5823"
"9.7000","23.1777","0.5814"
"9.7200","23.2257","0.5826"
"9.7400","23.2738","0.5853"
"9.7600","23.3217","0.5822"
"9.7800","23.3697","0.5854"
"9.8000","23.4177","0.5853"
"9.8200","23.4658","0.5845"
"9.8400","23.5137","0.5883"
"9.8600","23.5617","0.5865"
"9.8800","23.6097","0.5867"
"9.9000","23.6577","0.5897"
"9.9200","23.7057","0.5882"
"9.9400","23.7537","0.5917"
"9.9600","23.8017","0.5896"
"9.9800","23.8497","0.5895"
"10.0000","23.8976","0.5919"
"10.0200","23.9457","0.5924"
"10.0400","23.9937","0.5931"
"10.0600","24.0416","0.5936"
"10.0800","24.0897","0.5936"
"10.1000","24.1377","0.5947"
"10.1200","24.1857","0.5943"
"10.1400","24.2337","0.5965"
"10.1600","24.2817","0.5955"
"10.1800","24.3297","0.5970"
"10.2000","24.3777","0.5994"
"10.2200","24.4257","0.5980"
"10.2400","24.4738","0.5991"
"10.2600","24.5218","0.5990"
"10.2800","24.5697","0.5998"
"10.3000","24.6177","0.6013"
"10.3200","24.6657","0.6016"
"10.3400","24.7136","0.6028"
"10.3600","24.7617","0.6008"
"10.3800","24.8097","0.6021"
"10.4000","24.8577","0.6052"
"10.4200","24.9057","0.6038"
"10.4400","24.9537","0.6052"
"10.4600","25.0017","0.6061"
"10.4800","25.0497","0.6040"
"10.5000","25.0976","0.6075"
"10.5200","25.1457","0.6081"
"10.5400","25.1937","0.6066"
"10.5600","25.2417","0.6089"
"10.5800","25.2898","0.6094"
"10.6000","25.3378","0.6089"
"10.6200","25.3858","0.6104"
"10.6400","25.4337","0.6106"
"10.6600","25.4818","0.6098"
"10.6800","25.5298","0.6126"
"10.7000","25.5777","0.6131"
"10.7200","25.6257","0.6123"
"10.7400","25.6738","0.6142"
"10.7600","25.7218","0.6131"
"10.7800","25.7697","0.6155"
"10.8000","25.8177","0.6165"
"10.8200","25.8657","0.6140"
"10.8400","25.9136","0.6177"
"10.8600","25.9616","0.6177"
"10.8800","26.0097","0.6160"
"10.9000","26.0576","0.6197"
"10.9200","26.1056","0.6186"
"10.9400","26.1537","0.6182"
"10.9600","26.2017","0.6210"
"10.9800","26.2497","0.6189"
"11.0000","26.2977","0.6216"
"11.0200","26.3458","0.6217"
"11.0400","26.3938","0.6213"
"11.0600","26.4417","0.6236"
"11.0800","26.4898","0.6244"
"11.1000","26.5378","0.6226"
"11.1200","26.5858","0.6234"
"11.1400","26.6337","0.6257"
"11.1600","26.6817","0.6257"
"11.1800","26.7297","0.6267"
"11.2000","26.7776","0.6258"
"11.2200","26.8257","0.6258"
"11.2400","26.8737","0.6299"
"11.2600","26.9217","0.6265"
"11.2800","26.9697","0.6290"
"11.3000","27.0177","0.6313"
"11.3200","27.0657","0.6273"
"11.3400","27.1137","0.6303"
"11.3600","27.1617","0.6329"
"11.3800","27.2097","0.6287"
"11.4000","27.2577","0.6358"
"11.4200","27.3057","0.6334"
"11.4400","27.3538","0.6308"
"11.4600","27.4018","0.6342"
"11.4800","27.4498","0.6337"
"11.5000","27.4978","0.6348"
"11.5200","27.5458","0.6369"
"11.5400","27.5938","0.6343"
"11.5600","27.6417","0.6363"
"11.5800","27.6897","0.6378"
"11.6000","27.7377","0.6381"
"11.6200","27.7857","0.6385"
"11.6400","27.8337","0.6392"
"11.6600","27.8817","0.6378"
"11.6800","27.9297","0.6406"
"11.7000","27.9776","0.6411"
"11.7200","28.0256","0.6411"
"11.7400","28.0737","0.6416"
"11.7600","28.1217","0.6417"
"11.7800","28.1697","0.6426"
"11.8000","28.2178","0.6449"
"11.8200","28.2658","0.6417"
"11.8400","28.3137","0.6441"
"11.8600","28.3617","0.6470"
"11.8800","28.4098","0.6439"
"11.9000","28.4577","0.6455"
"11.9200","28.5057","0.6479"
"11.9400","28.5538","0.6455"
"11.9600","28.6018","0.6470"
"11.9800","28.6497","0.6475"
"12.0000","28.6977","0.6502"
"12.0200","28.7458","0.6503"
"12.0400","28.7937","0.6476"
"12.0600","28.8417","0.6502"
"12.0800","28.8897","0.6516"
"12.1000","28.9378","0.6495"
"12.1200","28.9857","0.6523"
"12.1400","29.0337","0.6521"
"12.1600","29.0818","0.6522"
"12.1800","29.1297","0.6552"
"12.2000","29.1777","0.6532"
"12.2200","29.2257","0.6520"
"12.2400","29.2737","0.6554"
"12.2600","29.3217","0.6556"
"12.2800","29.3697","0.6556"
"12.3000","29.4177","0.6577"
"12.3200","29.4657","0.6549"
"12.3400","29.5137","0.6567"
"12.3600","29.5617","0.6604"
"12.3800","29.6098","0.6574"
"12.4000","29.6578","0.6583"
"12.4200","29.7057","0.6598"
"12.4400","29.7538","0.6592"
"12.4600","29.8018","0.6611"
"12.4800","29.8497","0.6604"
"12.5000","29.8977","0.6607"
"12.5200","29.9457","0.6623"
"12.5400","29.9936","0.6620"
"12.5600","30.0415","0.6637"
"12.5800","30.0896","0.6639"
"12.6000","30.1376","0.6626"
"12.6200","30.1856","0.6655"
"12.6400","30.2337","0.6648"
"12.6600","30.2817","0.6657"
"12.6800","30.3297","0.6669"
"12.7000","30.3777","0.6666"
"12.7200","30.4258","0.6659"
"12.7400","30.4738","0.6673"
